ZIP_CODE,BOROUGH,INSPECTION_DATE,count,subway_count,rest_count
10474,Bronx,2013,44,0,36
10474,Bronx,2014,59,0,36
10474,Bronx,2015,124,0,36
10474,Bronx,2016,144,0,36
10474,Bronx,2017,189,0,36
10475,Bronx,2010,9,0,58
10475,Bronx,2011,12,0,58
10475,Bronx,2012,5,0,58
10475,Bronx,2013,1,0,58
10475,Bronx,2014,1,0,58
10475,Bronx,2015,1,0,58
10475,Bronx,2016,2,0,58
10475,Bronx,2017,8,0,58
11001,Queens,2010,4,0,2
11001,Queens,2012,2,0,2
11001,Queens,2014,1,0,2
11001,Queens,2015,1,0,2
11001,Queens,2017,2,0,2
11101,Queens,2010,72,12,281
11101,Queens,2011,144,12,281
11101,Queens,2012,41,12,281
11101,Queens,2013,112,12,281
11101,Queens,2014,53,12,281
11101,Queens,2015,44,12,281
11101,Queens,2016,90,12,281
11101,Queens,2017,62,12,281
11102,Queens,2010,3,2,89
11102,Queens,2011,6,2,89
11102,Queens,2012,12,2,89
11102,Queens,2013,6,2,89
11102,Queens,2014,21,2,89
11102,Queens,2015,14,2,89
11102,Queens,2016,8,2,89
11102,Queens,2017,15,2,89
11103,Queens,2010,13,2,238
11103,Queens,2011,57,2,238
11103,Queens,2012,6,2,238
11103,Queens,2013,50,2,238
11103,Queens,2014,45,2,238
11103,Queens,2015,11,2,238
11103,Queens,2016,191,2,238
11103,Queens,2017,49,2,238
11104,Queens,2010,28,1,105
11104,Queens,2011,32,1,105
11104,Queens,2012,37,1,105
11104,Queens,2013,11,1,105
11104,Queens,2014,11,1,105
11104,Queens,2015,4,1,105
11104,Queens,2016,7,1,105
11104,Queens,2017,4,1,105
11105,Queens,2010,1,1,139
11105,Queens,2011,4,1,139
11105,Queens,2012,4,1,139
11105,Queens,2013,10,1,139
11105,Queens,2014,7,1,139
11105,Queens,2015,11,1,139
11105,Queens,2016,4,1,139
11105,Queens,2017,1,1,139
11106,Queens,2010,33,2,166
11106,Queens,2011,32,2,166
11106,Queens,2012,8,2,166
11106,Queens,2013,35,2,166
11106,Queens,2014,17,2,166
11106,Queens,2015,34,2,166
11106,Queens,2016,44,2,166
11106,Queens,2017,26,2,166
11201,Brooklyn,2010,131,12,409
11201,Brooklyn,2011,104,12,409
11201,Brooklyn,2012,87,12,409
11201,Brooklyn,2013,166,12,409
11201,Brooklyn,2014,79,12,409
11201,Brooklyn,2015,199,12,409
11201,Brooklyn,2016,188,12,409
11201,Brooklyn,2017,115,12,409
11203,Brooklyn,2010,46,0,138
11203,Brooklyn,2011,89,0,138
11203,Brooklyn,2012,33,0,138
11203,Brooklyn,2013,18,0,138
11203,Brooklyn,2014,23,0,138
11203,Brooklyn,2015,26,0,138
11203,Brooklyn,2016,59,0,138
11203,Brooklyn,2017,48,0,138
11204,Brooklyn,2010,3,4,130
11204,Brooklyn,2011,4,4,130
11204,Brooklyn,2013,2,4,130
11204,Brooklyn,2014,10,4,130
11204,Brooklyn,2015,5,4,130
11204,Brooklyn,2016,18,4,130
11204,Brooklyn,2017,7,4,130
11205,Brooklyn,2010,253,1,154
11205,Brooklyn,2011,209,1,154
11205,Brooklyn,2012,112,1,154
11205,Brooklyn,2013,174,1,154
11205,Brooklyn,2014,173,1,154
11205,Brooklyn,2015,184,1,154
11205,Brooklyn,2016,291,1,154
11205,Brooklyn,2017,572,1,154
11206,Brooklyn,2010,354,8,180
11206,Brooklyn,2011,428,8,180
11206,Brooklyn,2012,335,8,180
11206,Brooklyn,2013,272,8,180
11206,Brooklyn,2014,497,8,180
11206,Brooklyn,2015,293,8,180
11206,Brooklyn,2016,585,8,180
11206,Brooklyn,2017,1160,8,180
11207,Brooklyn,2010,141,15,139
11207,Brooklyn,2011,92,15,139
11207,Brooklyn,2012,189,15,139
11207,Brooklyn,2013,56,15,139
11207,Brooklyn,2014,75,15,139
11207,Brooklyn,2015,107,15,139
11207,Brooklyn,2016,150,15,139
11207,Brooklyn,2017,200,15,139
11208,Brooklyn,2010,44,7,114
11208,Brooklyn,2011,14,7,114
11208,Brooklyn,2012,47,7,114
11208,Brooklyn,2013,9,7,114
11208,Brooklyn,2014,22,7,114
11208,Brooklyn,2015,48,7,114
11208,Brooklyn,2016,31,7,114
11208,Brooklyn,2017,57,7,114
11209,Brooklyn,2010,5,3,267
11209,Brooklyn,2011,2,3,267
11209,Brooklyn,2012,8,3,267
11209,Brooklyn,2013,3,3,267
11209,Brooklyn,2014,3,3,267
11209,Brooklyn,2015,5,3,267
11209,Brooklyn,2016,6,3,267
11209,Brooklyn,2017,1,3,267
11210,Brooklyn,2010,29,1,88
11210,Brooklyn,2011,21,1,88
11210,Brooklyn,2012,10,1,88
11210,Brooklyn,2013,4,1,88
11210,Brooklyn,2014,14,1,88
11210,Brooklyn,2015,20,1,88
11210,Brooklyn,2016,27,1,88
11210,Brooklyn,2017,35,1,88
11211,Brooklyn,2010,288,7,376
11211,Brooklyn,2011,363,7,376
11211,Brooklyn,2012,215,7,376
11211,Brooklyn,2013,182,7,376
11211,Brooklyn,2014,133,7,376
11211,Brooklyn,2015,216,7,376
11211,Brooklyn,2016,343,7,376
11211,Brooklyn,2017,311,7,376
11212,Brooklyn,2010,60,5,118
11212,Brooklyn,2011,55,5,118
11212,Brooklyn,2012,21,5,118
11212,Brooklyn,2013,23,5,118
11212,Brooklyn,2014,43,5,118
11212,Brooklyn,2015,65,5,118
11212,Brooklyn,2016,155,5,118
11212,Brooklyn,2017,143,5,118
11213,Brooklyn,2010,156,2,106
11213,Brooklyn,2011,177,2,106
11213,Brooklyn,2012,158,2,106
11213,Brooklyn,2013,197,2,106
11213,Brooklyn,2014,211,2,106
11213,Brooklyn,2015,163,2,106
11213,Brooklyn,2016,263,2,106
11213,Brooklyn,2017,280,2,106
11214,Brooklyn,2010,17,5,194
11214,Brooklyn,2011,14,5,194
11214,Brooklyn,2012,6,5,194
11214,Brooklyn,2013,2,5,194
11214,Brooklyn,2014,19,5,194
11214,Brooklyn,2015,29,5,194
11214,Brooklyn,2016,25,5,194
11214,Brooklyn,2017,26,5,194
11215,Brooklyn,2010,116,6,345
11215,Brooklyn,2011,146,6,345
11215,Brooklyn,2012,127,6,345
11215,Brooklyn,2013,72,6,345
11215,Brooklyn,2014,80,6,345
11215,Brooklyn,2015,198,6,345
11215,Brooklyn,2016,214,6,345
11215,Brooklyn,2017,264,6,345
11216,Brooklyn,2010,171,3,181
11216,Brooklyn,2011,534,3,181
11216,Brooklyn,2012,382,3,181
11216,Brooklyn,2013,176,3,181
11216,Brooklyn,2014,382,3,181
11216,Brooklyn,2015,349,3,181
11216,Brooklyn,2016,862,3,181
11216,Brooklyn,2017,1070,3,181
11217,Brooklyn,2010,285,8,291
11217,Brooklyn,2011,356,8,291
11217,Brooklyn,2012,368,8,291
11217,Brooklyn,2013,204,8,291
11217,Brooklyn,2014,182,8,291
11217,Brooklyn,2015,202,8,291
11217,Brooklyn,2016,310,8,291
11217,Brooklyn,2017,347,8,291
11218,Brooklyn,2010,21,3,150
11218,Brooklyn,2011,38,3,150
11218,Brooklyn,2012,7,3,150
11218,Brooklyn,2013,9,3,150
11218,Brooklyn,2014,9,3,150
11218,Brooklyn,2015,29,3,150
11218,Brooklyn,2016,24,3,150
11218,Brooklyn,2017,28,3,150
11219,Brooklyn,2010,10,6,113
11219,Brooklyn,2011,20,6,113
11219,Brooklyn,2012,7,6,113
11219,Brooklyn,2014,5,6,113
11219,Brooklyn,2015,10,6,113
11219,Brooklyn,2016,13,6,113
11219,Brooklyn,2017,24,6,113
11220,Brooklyn,2010,42,5,348
11220,Brooklyn,2011,26,5,348
11220,Brooklyn,2012,13,5,348
11220,Brooklyn,2013,7,5,348
11220,Brooklyn,2014,15,5,348
11220,Brooklyn,2015,20,5,348
11220,Brooklyn,2016,13,5,348
11220,Brooklyn,2017,24,5,348
11221,Brooklyn,2010,569,4,131
11221,Brooklyn,2011,645,4,131
11221,Brooklyn,2012,750,4,131
11221,Brooklyn,2013,433,4,131
11221,Brooklyn,2014,636,4,131
11221,Brooklyn,2015,625,4,131
11221,Brooklyn,2016,645,4,131
11221,Brooklyn,2017,1378,4,131
11222,Brooklyn,2010,112,2,212
11222,Brooklyn,2011,172,2,212
11222,Brooklyn,2012,79,2,212
11222,Brooklyn,2013,116,2,212
11222,Brooklyn,2014,157,2,212
11222,Brooklyn,2015,107,2,212
11222,Brooklyn,2016,95,2,212
11222,Brooklyn,2017,119,2,212
11223,Brooklyn,2010,9,7,188
11223,Brooklyn,2011,4,7,188
11223,Brooklyn,2012,1,7,188
11223,Brooklyn,2013,1,7,188
11223,Brooklyn,2014,42,7,188
11223,Brooklyn,2015,9,7,188
11223,Brooklyn,2016,9,7,188
11223,Brooklyn,2017,6,7,188
11224,Brooklyn,2010,23,3,85
11224,Brooklyn,2011,22,3,85
11224,Brooklyn,2012,2,3,85
11224,Brooklyn,2013,7,3,85
11224,Brooklyn,2014,17,3,85
11224,Brooklyn,2015,12,3,85
11224,Brooklyn,2016,24,3,85
11224,Brooklyn,2017,17,3,85
11225,Brooklyn,2010,130,5,136
11225,Brooklyn,2011,180,5,136
11225,Brooklyn,2012,90,5,136
11225,Brooklyn,2013,148,5,136
11225,Brooklyn,2014,108,5,136
11225,Brooklyn,2015,114,5,136
11225,Brooklyn,2016,102,5,136
11225,Brooklyn,2017,157,5,136
11226,Brooklyn,2010,63,8,206
11226,Brooklyn,2011,68,8,206
11226,Brooklyn,2012,33,8,206
11226,Brooklyn,2013,59,8,206
11226,Brooklyn,2014,126,8,206
11226,Brooklyn,2015,122,8,206
11226,Brooklyn,2016,254,8,206
11226,Brooklyn,2017,373,8,206
11228,Brooklyn,2012,2,1,57
11228,Brooklyn,2013,1,1,57
11228,Brooklyn,2015,2,1,57
11228,Brooklyn,2016,6,1,57
11228,Brooklyn,2017,4,1,57
11229,Brooklyn,2010,5,3,134
11229,Brooklyn,2011,4,3,134
11229,Brooklyn,2012,1,3,134
11229,Brooklyn,2013,2,3,134
11229,Brooklyn,2014,11,3,134
11229,Brooklyn,2015,1,3,134
11229,Brooklyn,2017,3,3,134
11230,Brooklyn,2010,16,7,113
11230,Brooklyn,2011,3,7,113
11230,Brooklyn,2012,9,7,113
11230,Brooklyn,2013,10,7,113
11230,Brooklyn,2014,8,7,113
11230,Brooklyn,2015,10,7,113
11230,Brooklyn,2016,10,7,113
11230,Brooklyn,2017,14,7,113
11231,Brooklyn,2010,61,1,168
11231,Brooklyn,2011,15,1,168
11231,Brooklyn,2012,13,1,168
11231,Brooklyn,2013,15,1,168
11231,Brooklyn,2014,20,1,168
11231,Brooklyn,2015,25,1,168
11231,Brooklyn,2016,39,1,168
11231,Brooklyn,2017,33,1,168
11232,Brooklyn,2010,32,3,120
11232,Brooklyn,2011,25,3,120
11232,Brooklyn,2012,11,3,120
11232,Brooklyn,2013,10,3,120
11232,Brooklyn,2014,14,3,120
11232,Brooklyn,2015,12,3,120
11232,Brooklyn,2016,27,3,120
11232,Brooklyn,2017,29,3,120
11233,Brooklyn,2010,204,4,82
11233,Brooklyn,2011,59,4,82
11233,Brooklyn,2012,48,4,82
11233,Brooklyn,2013,104,4,82
11233,Brooklyn,2014,190,4,82
11233,Brooklyn,2015,185,4,82
11233,Brooklyn,2016,271,4,82
11233,Brooklyn,2017,220,4,82
11234,Brooklyn,2010,10,0,153
11234,Brooklyn,2011,2,0,153
11234,Brooklyn,2012,4,0,153
11234,Brooklyn,2013,3,0,153
11234,Brooklyn,2014,4,0,153
11234,Brooklyn,2015,11,0,153
11234,Brooklyn,2016,10,0,153
11234,Brooklyn,2017,9,0,153
11235,Brooklyn,2010,51,3,181
11235,Brooklyn,2011,50,3,181
11235,Brooklyn,2012,22,3,181
11235,Brooklyn,2013,11,3,181
11235,Brooklyn,2014,32,3,181
11235,Brooklyn,2015,41,3,181
11235,Brooklyn,2016,74,3,181
11235,Brooklyn,2017,60,3,181
11236,Brooklyn,2010,13,2,117
11236,Brooklyn,2011,17,2,117
11236,Brooklyn,2012,7,2,117
11236,Brooklyn,2013,4,2,117
11236,Brooklyn,2014,23,2,117
11236,Brooklyn,2015,11,2,117
11236,Brooklyn,2016,8,2,117
11236,Brooklyn,2017,21,2,117
11237,Brooklyn,2010,454,5,226
11237,Brooklyn,2011,412,5,226
11237,Brooklyn,2012,671,5,226
11237,Brooklyn,2013,298,5,226
11237,Brooklyn,2014,364,5,226
11237,Brooklyn,2015,359,5,226
11237,Brooklyn,2016,826,5,226
11237,Brooklyn,2017,1489,5,226
11238,Brooklyn,2010,321,9,250
11238,Brooklyn,2011,383,9,250
11238,Brooklyn,2012,249,9,250
11238,Brooklyn,2013,184,9,250
11238,Brooklyn,2014,231,9,250
11238,Brooklyn,2015,259,9,250
11238,Brooklyn,2016,309,9,250
11238,Brooklyn,2017,569,9,250
11239,Brooklyn,2010,3,0,16
11239,Brooklyn,2012,1,0,16
11249,Brooklyn,2013,6,0,160
11249,Brooklyn,2014,41,0,160
11249,Brooklyn,2015,62,0,160
11249,Brooklyn,2016,64,0,160
11249,Brooklyn,2017,100,0,160
11354,Queens,2010,7,1,428
11354,Queens,2011,37,1,428
11354,Queens,2012,3,1,428
11354,Queens,2013,2,1,428
11354,Queens,2014,5,1,428
11354,Queens,2015,15,1,428
11354,Queens,2016,13,1,428
11354,Queens,2017,17,1,428
11355,Queens,2010,8,0,206
11355,Queens,2011,36,0,206
11355,Queens,2012,9,0,206
11355,Queens,2013,10,0,206
11355,Queens,2014,14,0,206
11355,Queens,2015,12,0,206
11355,Queens,2016,25,0,206
11355,Queens,2017,24,0,206
11356,Queens,2010,6,0,59
11356,Queens,2011,1,0,59
11356,Queens,2012,1,0,59
11356,Queens,2013,2,0,59
11356,Queens,2015,3,0,59
11356,Queens,2016,1,0,59
11357,Queens,2010,2,0,71
11357,Queens,2012,3,0,71
11357,Queens,2013,2,0,71
11357,Queens,2014,2,0,71
11357,Queens,2015,3,0,71
11357,Queens,2016,4,0,71
11357,Queens,2017,13,0,71
11358,Queens,2010,1,0,155
11358,Queens,2011,1,0,155
11358,Queens,2012,2,0,155
11358,Queens,2013,1,0,155
11358,Queens,2014,2,0,155
11358,Queens,2016,3,0,155
11358,Queens,2017,5,0,155
11360,Queens,2014,1,0,25
11360,Queens,2015,1,0,25
11361,Queens,2012,1,0,130
11361,Queens,2013,1,0,130
11361,Queens,2014,4,0,130
11361,Queens,2015,12,0,130
11361,Queens,2016,11,0,130
11361,Queens,2017,33,0,130
11362,Queens,2014,2,0,54
11363,Queens,2017,2,0,12
11364,Queens,2010,3,0,55
11364,Queens,2014,3,0,55
11364,Queens,2017,1,0,55
11365,Queens,2010,3,0,49
11365,Queens,2011,1,0,49
11365,Queens,2012,3,0,49
11365,Queens,2016,2,0,49
11365,Queens,2017,4,0,49
11366,Queens,2012,1,0,59
11366,Queens,2017,2,0,59
11367,Queens,2010,3,0,56
11367,Queens,2011,4,0,56
11367,Queens,2013,1,0,56
11367,Queens,2014,4,0,56
11367,Queens,2015,2,0,56
11367,Queens,2016,1,0,56
11367,Queens,2017,7,0,56
11368,Queens,2010,92,3,313
11368,Queens,2011,33,3,313
11368,Queens,2012,132,3,313
11368,Queens,2013,76,3,313
11368,Queens,2014,56,3,313
11368,Queens,2015,64,3,313
11368,Queens,2016,93,3,313
11368,Queens,2017,88,3,313
11369,Queens,2010,12,0,86
11369,Queens,2012,3,0,86
11369,Queens,2013,1,0,86
11369,Queens,2014,4,0,86
11369,Queens,2015,1,0,86
11369,Queens,2016,3,0,86
11369,Queens,2017,13,0,86
11370,Queens,2010,2,0,28
11370,Queens,2011,2,0,28
11370,Queens,2012,7,0,28
11370,Queens,2013,1,0,28
11370,Queens,2014,2,0,28
11370,Queens,2015,1,0,28
11370,Queens,2016,8,0,28
11370,Queens,2017,19,0,28
11372,Queens,2010,303,3,336
11372,Queens,2011,88,3,336
11372,Queens,2012,37,3,336
11372,Queens,2013,41,3,336
11372,Queens,2014,103,3,336
11372,Queens,2015,83,3,336
11372,Queens,2016,216,3,336
11372,Queens,2017,216,3,336
11373,Queens,2010,47,4,228
11373,Queens,2011,32,4,228
11373,Queens,2012,62,4,228
11373,Queens,2013,57,4,228
11373,Queens,2014,71,4,228
11373,Queens,2015,68,4,228
11373,Queens,2016,63,4,228
11373,Queens,2017,57,4,228
11374,Queens,2010,1,2,100
11374,Queens,2011,2,2,100
11374,Queens,2012,8,2,100
11374,Queens,2013,5,2,100
11374,Queens,2014,19,2,100
11374,Queens,2015,19,2,100
11374,Queens,2016,30,2,100
11374,Queens,2017,40,2,100
11375,Queens,2010,22,4,203
11375,Queens,2011,8,4,203
11375,Queens,2012,2,4,203
11375,Queens,2013,14,4,203
11375,Queens,2014,26,4,203
11375,Queens,2015,6,4,203
11375,Queens,2016,12,4,203
11375,Queens,2017,14,4,203
11377,Queens,2010,115,6,211
11377,Queens,2011,41,6,211
11377,Queens,2012,26,6,211
11377,Queens,2013,40,6,211
11377,Queens,2014,71,6,211
11377,Queens,2015,58,6,211
11377,Queens,2016,136,6,211
11377,Queens,2017,122,6,211
11378,Queens,2010,5,0,83
11378,Queens,2011,17,0,83
11378,Queens,2012,12,0,83
11378,Queens,2013,14,0,83
11378,Queens,2014,7,0,83
11378,Queens,2015,10,0,83
11378,Queens,2016,20,0,83
11378,Queens,2017,25,0,83
11379,Queens,2010,9,0,48
11379,Queens,2011,9,0,48
11379,Queens,2012,7,0,48
11379,Queens,2013,6,0,48
11379,Queens,2014,10,0,48
11379,Queens,2015,4,0,48
11379,Queens,2016,4,0,48
11379,Queens,2017,15,0,48
11385,Queens,2010,145,4,287
11385,Queens,2011,208,4,287
11385,Queens,2012,204,4,287
11385,Queens,2013,396,4,287
11385,Queens,2014,222,4,287
11385,Queens,2015,117,4,287
11385,Queens,2016,416,4,287
11385,Queens,2017,345,4,287
11411,Queens,2010,9,0,25
11411,Queens,2015,2,0,25
11412,Queens,2010,13,0,50
11412,Queens,2011,4,0,50
11412,Queens,2012,7,0,50
11412,Queens,2013,5,0,50
11412,Queens,2014,1,0,50
11412,Queens,2015,2,0,50
11412,Queens,2017,6,0,50
11413,Queens,2010,4,0,47
11413,Queens,2011,2,0,47
11413,Queens,2012,1,0,47
11413,Queens,2013,1,0,47
11413,Queens,2015,3,0,47
11413,Queens,2016,1,0,47
11414,Queens,2010,2,1,53
11414,Queens,2011,2,1,53
11414,Queens,2012,4,1,53
11414,Queens,2014,4,1,53
11414,Queens,2016,3,1,53
11414,Queens,2017,3,1,53
11415,Queens,2010,7,1,36
11415,Queens,2011,3,1,36
11415,Queens,2012,3,1,36
11415,Queens,2013,2,1,36
11415,Queens,2014,2,1,36
11415,Queens,2015,1,1,36
11415,Queens,2016,9,1,36
11415,Queens,2017,6,1,36
11416,Brooklyn,2013,1,0,40
11416,Queens,2010,4,0,40
11416,Queens,2011,2,0,40
11416,Queens,2013,1,0,40
11416,Queens,2014,2,0,40
11416,Queens,2015,3,0,40
11416,Queens,2016,2,0,40
11416,Queens,2017,7,0,40
11417,Queens,2010,10,4,73
11417,Queens,2011,5,4,73
11417,Queens,2012,7,4,73
11417,Queens,2013,4,4,73
11417,Queens,2014,1,4,73
11417,Queens,2015,5,4,73
11417,Queens,2016,8,4,73
11417,Queens,2017,14,4,73
11418,Queens,2010,2,4,96
11418,Queens,2011,4,4,96
11418,Queens,2012,16,4,96
11418,Queens,2013,7,4,96
11418,Queens,2014,12,4,96
11418,Queens,2015,10,4,96
11418,Queens,2016,17,4,96
11418,Queens,2017,35,4,96
11419,Queens,2010,6,2,92
11419,Queens,2011,4,2,92
11419,Queens,2012,4,2,92
11419,Queens,2013,6,2,92
11419,Queens,2014,3,2,92
11419,Queens,2015,10,2,92
11419,Queens,2016,4,2,92
11419,Queens,2017,23,2,92
11420,Queens,2010,28,2,108
11420,Queens,2011,2,2,108
11420,Queens,2012,2,2,108
11420,Queens,2013,8,2,108
11420,Queens,2014,3,2,108
11420,Queens,2015,20,2,108
11420,Queens,2016,9,2,108
11420,Queens,2017,6,2,108
11421,Queens,2010,6,3,79
11421,Queens,2011,5,3,79
11421,Queens,2012,3,3,79
11421,Queens,2013,2,3,79
11421,Queens,2014,10,3,79
11421,Queens,2015,5,3,79
11421,Queens,2016,10,3,79
11421,Queens,2017,3,3,79
11422,Queens,2010,4,0,39
11422,Queens,2011,3,0,39
11422,Queens,2014,1,0,39
11423,Queens,2010,21,0,32
11423,Queens,2011,24,0,32
11423,Queens,2012,2,0,32
11423,Queens,2013,1,0,32
11423,Queens,2014,3,0,32
11423,Queens,2017,5,0,32
11426,Queens,2010,1,0,37
11426,Queens,2013,2,0,37
11426,Queens,2014,2,0,37
11426,Queens,2015,8,0,37
11426,Queens,2016,4,0,37
11426,Queens,2017,1,0,37
11427,Queens,2012,1,0,20
11427,Queens,2014,3,0,20
11427,Queens,2015,1,0,20
11427,Queens,2017,3,0,20
11428,Queens,2010,1,0,40
11428,Queens,2011,1,0,40
11428,Queens,2012,1,0,40
11428,Queens,2016,2,0,40
11428,Queens,2017,1,0,40
11429,Queens,2010,1,0,23
11429,Queens,2011,1,0,23
11429,Queens,2012,3,0,23
11429,Queens,2013,1,0,23
11429,Queens,2014,6,0,23
11429,Queens,2015,12,0,23
11429,Queens,2016,2,0,23
11429,Queens,2017,3,0,23
11432,Queens,2010,163,4,188
11432,Queens,2011,57,4,188
11432,Queens,2012,66,4,188
11432,Queens,2013,76,4,188
11432,Queens,2014,57,4,188
11432,Queens,2015,46,4,188
11432,Queens,2016,22,4,188
11432,Queens,2017,51,4,188
11433,Queens,2010,40,0,31
11433,Queens,2011,26,0,31
11433,Queens,2012,24,0,31
11433,Queens,2013,53,0,31
11433,Queens,2014,21,0,31
11433,Queens,2015,18,0,31
11433,Queens,2016,16,0,31
11433,Queens,2017,37,0,31
11434,Queens,2010,8,0,88
11434,Queens,2011,7,0,88
11434,Queens,2012,7,0,88
11434,Queens,2013,7,0,88
11434,Queens,2014,8,0,88
11434,Queens,2015,6,0,88
11434,Queens,2016,3,0,88
11434,Queens,2017,2,0,88
11435,Queens,2010,199,2,107
11435,Queens,2011,23,2,107
11435,Queens,2012,43,2,107
11435,Queens,2013,53,2,107
11435,Queens,2014,31,2,107
11435,Queens,2015,20,2,107
11435,Queens,2016,36,2,107
11435,Queens,2017,85,2,107
11436,Queens,2010,2,0,21
11436,Queens,2011,1,0,21
11436,Queens,2012,1,0,21
11436,Queens,2015,8,0,21
11436,Queens,2016,3,0,21
11436,Queens,2017,6,0,21
11691,Queens,2010,11,5,47
11691,Queens,2011,5,5,47
11691,Queens,2012,11,5,47
11691,Queens,2014,2,5,47
11691,Queens,2015,3,5,47
11691,Queens,2016,1,5,47
11691,Queens,2017,5,5,47
11692,Queens,2010,5,1,9
11692,Queens,2011,3,1,9
11692,Queens,2012,2,1,9
11692,Queens,2014,2,1,9
11692,Queens,2017,1,1,9
11693,Queens,2012,1,2,39
11694,Queens,2010,2,3,39
11694,Queens,2017,2,3,39
